title,details_url,start_date,end_date,start_time,end_time,venue_text,category,host,location,address,nor_url,si_url,results_url,other_docs,description,contact,organiser,sas_event_id,external_host,external_event_id,is_past
Gimco Regatta,https://www.sailing.org.za/events/293432,2026-01-30,2026-02-01,09:00,09:00,Royal Cape Yacht Club,Keel Boat Event,,,,,,,,,,,293432,,,True
SA Sailing FS Team Sailing Clinic,https://www.sailing.org.za/events/328009,2026-01-31,2026-02-01,09:00,17:00,Lake Deneys Yacht Club,Team Sailing Events,,,,,,,,,,,328009,,,True
SA Sailing Grand Slam Regatta,https://www.hmyc.org.za/events/318694,2026-01-31,2026-02-01,08:00,16:00,Henley Midmar Yacht Club,Multiclass Event,,,,,,,,,,,,www_hmyc_org_za,318694,True
SA Sailing Pacer 27 Match Racing,https://www.sailing.org.za/events/344375,2026-02-14,2026-02-15,09:00,17:00,Royal Natal Yacht Club,Youth Events,,,,,,,,,,,344375,,,True
HYC Cape Classic,https://www.sailing.org.za/events/293434,2026-02-14,2026-02-15,09:00,09:00,Hermanus Yacht Club,Dinghy Event,,,,,,,,,,,293434,,,True
KYC Interclub,https://www.sailing.org.za/events/293437,2026-02-14,2026-02-15,09:00,09:00,Knysna Yacht Club,Dinghy Event,,,,,,,,,,,293437,,,True
SA Sailing KZN Team Sailing Training Clinic,https://www.sailing.org.za/events/328008,2026-02-20,2026-02-22,09:00,17:00,Royal Natal Yacht Club,Training,,,,,,,,,,,328008,,,True
Hobie 14 WC Champs,https://www.sailing.org.za/events/293435,2026-02-21,2026-02-22,09:00,09:00,Langebaan,Regional Championships,,,,,,,,,,,293435,,,True
Mykonos Offshore,https://www.sailing.org.za/events/293436,2026-02-27,2026-02-28,09:00,09:00,Royal Cape Yacht Club,Training,,,,,,,,,,,293436,,,True
MBSC Interclub,https://www.sailing.org.za/events/293438,2026-03-07,2026-03-08,09:00,09:00,Mossel Bay Sailing Club,Dinghy Event,,,,,,,,,,,293438,,,True
9/6 Hour Endurance Race,https://www.hmyc.org.za/events/318706,2026-03-07,2026-03-07,08:55,18:00,Henley Midmar Yacht Club,Dinghy Event,,,,,,,,,,,,www_hmyc_org_za,318706,True
Safety Boat Operators Course,https://www.sailing.org.za/events/335406,2026-03-14,2026-03-15,09:00,21:00,Lake Deneys Yacht Club,Training,,,,,,,,,,,335406,,,True
SA Sailing WC Team Sailing Event,https://www.sailing.org.za/events/328007,2026-03-14,2026-03-15,09:00,17:00,Milnerton Aquatic Club,Team Sailing Events,,,,,,,,,,,328007,,,True
Hunter 19 Mpumalanga Championship 2026,https://www.sailing.org.za/events/283415,2026-03-14,2026-03-15,09:00,09:00,Witbank Yacht Club,Regional Championships,,,,,,,,,,,283415,,,True
TSC 9 Hr,https://www.sailing.org.za/events/293439,2026-03-14,2026-03-14,09:00,09:00,Theewater Sports Club,,,,,,,,,,,,293439,,,True
2026 Hobie Tiger Nationals,https://www.sailing.org.za/events/293440,2026-03-20,2026-03-23,09:00,09:00,Langebaan,National Championships,,,,,,,,,,,293440,,,True
2026 Windsurfer LT National Championship,https://www.sailing.org.za/events/346805,2026-03-20,2026-03-22,09:00,09:00,Hermanus Yacht Club,National Championships,,,,,,,,,,,346805,,,True
2026 Interschools Gauteng Region Championship,https://www.sailing.org.za/events/283412,2026-03-21,2026-03-22,09:00,16:00,Victoria Lake Club,Interschools,,,,,,,,,,,283412,,,True
SA Sailing WC Calendar Meeting,https://www.sailing.org.za/events/344374,2026-03-23,2026-03-23,18:00,19:00,Teams,Meetings,,,,,,,,,,,344374,,,True
Finn National Championships,https://www.sailing.org.za/events/325821,2026-03-28,2026-03-31,09:00,09:00,Knysna Yacht Club,National Championships,,,,,,,,,,,325821,,,True
2026 29er SA National Championship,https://www.revolutionise.com.au/29erclass/events/334371,2026-03-28,2026-03-30,08:00,20:00,Saldanha Bay Yacht Club,National Championships,,,,,,,,,,,,revolutionise,334371,True
KZN TSL Clinic,https://www.sailing.org.za/events/348458,2026-03-28,2026-03-29,09:00,17:00,Royal Natal Yacht Club,Training,,,,,,,,,,,348458,,,True
MAC 24 hr,https://www.sailing.org.za/events/310945,2026-03-28,2026-03-29,09:00,09:00,Milnerton Aquatic Club,Multiclass Event,,,,,,,,,,,310945,,,True
Eden Interschools,https://www.sailing.org.za/events/293442,2026-03-28,2026-03-29,09:00,09:00,George Lakes Yacht Club,Dinghy Event,,,,,,,,,,,293442,,,True
ILCA WC Regional Championships 2026,https://www.laser.org.za/events/301648,2026-04-03,2026-04-06,09:00,17:00,Saldanha Bay Yacht Club,Regional Championships,,,,,,,,,,,,laser_org_za,301648,True
INHACA YACHT RACE,https://www.sailing.org.za/events/344419,2026-04-03,2026-04-06,09:55,16:30,Zululand Yacht Club,Keel Boat Event,,,,,,,,,,,344419,,,True
WC Dinghy Champs,https://www.sailing.org.za/events/293443,2026-04-03,2026-04-06,09:00,09:00,Saldanha Bay Yacht Club,Regional Championships,,,,,,,,,,,293443,,,True
FBYC Easter Regatta,https://www.sailing.org.za/events/293444,2026-04-04,2026-04-05,09:00,09:00,False Bay Yacht Club,Keel Boat Event,,,,,,,,,,,293444,,,True
Overberg Sailing Champs,https://www.sailing.org.za/events/293441,2026-04-18,2026-04-19,09:00,09:00,Theewater Sports Club,Regional Championships,,,,,,,,,,,293441,,,True
2026 Hunter Nationals,https://www.sailing.org.za/events/307333,2026-04-24,2026-04-27,08:00,15:00,Deneysville Aquatic Club,National Championships,,,,,,,,,,,307333,,,True
2026 Dragonflite 95 National Championship,https://www.sailing.org.za/events/343444,2026-04-24,2026-04-26,09:00,09:00,Details,National Championships,,,,,,,,,,,343444,,,True
Stadt 23 Nationals,https://www.sailing.org.za/events/293446,2026-04-25,2026-04-27,09:00,09:00,Theewater Sports Club,National Championships,,,,,,,,,,,293446,,,True
ILCA Nationals 2026,https://www.laser.org.za/events/318895,2026-04-30,2026-05-03,18:00,18:00,Club Mykonos,National Championships,,,,,,,,,,,,laser_org_za,318895,True
KZN  Optimist and Dabchick Regional Championships,https://www.hmyc.org.za/events/353562,2026-05-01,2026-05-03,08:00,14:00,Henley Midmar Yacht Club,Regional Championships,,,,,,,,,,,,www_hmyc_org_za,353562,True
KZN TSL Clinic 3,https://www.sailing.org.za/events/357401,2026-05-09,2026-05-10,09:00,17:00,Royal Natal Yacht Club,Training,,,,,,,,,,,357401,,,True
Regional Race Officer Workshop,https://www.sailing.org.za/events/344920,2026-05-14,2026-05-14,17:30,19:30,Teams,,,,,,,,,,,,344920,,,True
2026 KZN Mirror Regional Championships,https://www.sailing.org.za/events/344422,2026-05-16,2026-05-17,08:00,15:00,Point Yacht Club,Regional Championships,,,,,,,,,,,344422,,,True
National Race Officers Workshop,https://www.sailing.org.za/events/344922,2026-05-21,2026-05-21,17:30,19:00,Teams,Regional Championships,,,,,,,,,,,344922,,,True
2026 DF95 / IOM Regional Championship,https://www.sailing.org.za/events/343816,2026-05-22,2026-05-24,09:00,16:00,Witbank Yacht Club,Regional Championships,,,,,,,,,,,343816,,,True
ORC EC Regionals,https://www.sailing.org.za/events/336455,2026-05-23,2026-05-27,09:00,09:00,Royal Natal Yacht Club,Regional Championships,,,,,,,,,,,336455,,,True
Vasco Da Gama Ocean Race 2026,https://www.sailing.org.za/events/287148,2026-05-23,2026-05-24,09:55,15:30,Royal Natal Yacht Club,,,,,,,,,,,,287148,,,True
SA Sailing WC AGM,https://www.sailing.org.za/events/343442,2026-06-01,2026-06-01,18:00,19:00,Royal Cape Yacht Club,Meetings,,,,,,,,,,,343442,,,True
SA Sailing KZN Grand slam regatta -  Zululand Yacht Club,https://www.sailing.org.za/events/348447,2026-06-06,2026-06-07,09:00,16:30,Zululand Yacht Club,Dinghy Event,,,,,,,,,,,348447,,,True
2026 SA Sailing Free State AGM,https://www.sailing.org.za/events/344367,2026-06-10,2026-06-10,19:00,19:00,Teams,Meetings,,,,,,,,,,,344367,,,True
Gaul Regatta,https://www.sailing.org.za/events/357902,2026-06-12,2026-06-16,09:00,09:00,Gordon's Bay Yacht Club,Keel Boat Event,,,,,,,,,,,357902,,,True
TuziTekwini Ocean Race 2026,https://www.revolutionise.com.au/ksyc/events/336792,2026-06-12,2026-06-14,18:00,18:00,King Shaka Yacht Club,Regional Championships,,,,,,,,,,,,revolutionise,336792,True
"2026 SA Sailing NR (Limpopo, Mpumalanga, Northwest) AGM",https://www.sailing.org.za/events/344365,2026-06-14,2026-06-14,14:00,14:00,Boskop Yacht Club,Meetings,,,,,,,,,,,344365,,,True
2026 SA Sailing Gauteng AGM,https://www.sailing.org.za/events/344366,2026-06-17,2026-06-17,18:30,18:30,Teams,Meetings,,,,,,,,,,,344366,,,True
Safety boat training,https://www.revolutionise.com.au/transvaalyachtclub/events/363135,2026-06-27,2026-06-28,09:00,09:00,TYC,Training,,,,,,,,,,,,revolutionise,363135,True
SA Sailing EC AGM,https://www.sailing.org.za/events/344358,2026-06-27,2026-06-27,13:00,14:00,Teams,Meetings,,,,,,,,,,,344358,,,True
2026 SA Sailing KZN AGM,https://www.sailing.org.za/events/297525,2026-06-29,2026-06-29,18:00,18:00,Teams,Training,,,,,,,,,,,297525,,,True
SA Sailing WC Team Sailing Event,https://www.sailing.org.za/events/370796,2026-07-04,2026-07-05,09:00,17:00,George Lakes Yacht Club,Team Sailing Events,,,,,,,,,,,370796,,,True
2026 Flying 15 Nationals,https://www.sailing.org.za/events/344425,2026-07-18,2026-07-19,09:00,16:00,Royal Natal Yacht Club,National Championships,,,,,,,,,,,344425,,,True
Youth Regional Regatta 2026,https://www.revolutionise.com.au/boskopyc/events/346107,2026-08-01,2026-08-02,08:00,16:00,Boskop Yacht Club,Regional Championships,,,,,,,,,,,,revolutionise,346107,True
2026 ILCA KZN Regional Championships,https://www.laser.org.za/events/364968,2026-08-08,2026-08-10,08:00,17:00,Point Yacht Club Beach Site,Regional Championships,,,,,,,,,,,,laser_org_za,364968,True
ALLCATS Multiclass Catamaran Regatta - Cancelled,https://www.stilbaaiyachtclub.co.za/events/360418,2026-08-08,2026-08-10,09:00,16:00,Stilbaai Yacht Club Multhull Event,,,,,,,,,,,,,www_stilbaaiyachtclub_co_za,360418,True
2026 IOM National Championships,https://www.sailing.org.za/events/358085,2026-08-14,2026-08-16,09:00,16:00,Witbank Yacht Club,National Championships,,,,,,,,,,,358085,,,True
PYC Jonsson Cup,https://www.sailing.org.za/events/344426,2026-08-15,2026-08-16,09:00,16:00,Point Yacht Club,Keel Boat Event,,,,,,,,,,,344426,,,True
The North Sails J22 Championships,https://www.sailing.org.za/events/374184,2026-08-15,2026-08-16,09:00,09:00,Royal Cape Yacht Club,Regional Championships,,,,,,,,,,,374184,,,True
