title,details_url,start_date,end_date,start_time,end_time,venue_text,category,host,location,address,nor_url,si_url,results_url,other_docs,description,contact,organiser,sas_event_id,external_host,external_event_id,is_past
VYC&#039;s 2026 Tour de Vlei,https://www.revolutionise.com.au/vogelvleiyc/events/360168,,,,,Sat 24 - Sun 25 October 2026,Dinghy Event,,,,,,,,,,,,revolutionise,360168,False
SA Sailing Designated Safeguarding Officer (DSO) Appointments - Safeguarding Personal Clearances,https://www.sailing.org.za/events/361162,2026-05-25,2026-05-31,09:00,09:00,South African Sailing,Training,,,,,,,,,,,361162,,,False
2026 Lipton Challenge Cup,https://www.sailing.org.za/events/352526,2026-08-24,2026-08-29,09:00,09:00,Royal Cape Yacht Club,,,,,,,,,,,,352526,,,False
SA Sailing National AGM,https://www.sailing.org.za/events/343790,2026-08-27,2026-08-27,18:00,19:00,Teams,Meetings,,,,,,,,,,,343790,,,False
Safety Boat Operators Course,https://www.sailing.org.za/events/374344,2026-08-29,2026-08-30,09:00,17:00,Lake Deneys Yacht Club,Training,,,,,,,,,,,374344,,,False
2026 Gauteng Dinghy Provincial Championships,https://www.stilbaaiyachtclub.co.za/events/342377,2026-09-05,2026-09-06,09:00,16:00,Stilbaai Yacht Club,Regional Championships,,,,,,,,,,,,www_stilbaaiyachtclub_co_za,342377,False
2026 Bart&#039;s Bash,https://www.sailing.org.za/events/344435,2026-09-06,2026-09-06,10:00,15:00,Point Yacht Club,,,,,,,,,,,,344435,,,False
VULCAN CHallenge,https://www.sailing.org.za/events/370405,2026-09-12,2026-09-12,09:00,09:00,Hout Bay Yacht Club,,,,,,,,,,,,370405,,,False
DF95 WC Regional Champs,https://www.sailing.org.za/events/357903,2026-09-18,2026-09-20,09:00,09:00,Details,Regional Championships,,,,,,,,,,,357903,,,False
The Midmar Cup,https://www.hmyc.org.za/events/326017,2026-09-19,2026-09-20,09:00,16:00,Henley Midmar Yacht Club KZN,,,,,,,,,,,,,www_hmyc_org_za,326017,False
Gauteng Regionals 2026,https://www.revolutionise.com.au/dabchickca/events/358939,2026-09-24,2026-09-26,08:00,20:00,Aeolians Yacht Club,Regional Championships,,,,,,,,,,,,revolutionise,358939,False
FBYC Spring Regatta,https://www.sailing.org.za/events/357904,2026-09-24,2026-09-27,09:00,09:00,False Bay Yacht Club,Keel Boat Event,,,,,,,,,,,357904,,,False
505 Nationals,https://www.sailing.org.za/events/344427,2026-09-24,2026-09-27,09:00,16:00,Aeolians Sailing Club,Keel Boat Event,,,,,,,,,,,344427,,,False
Dart 18 Nationals incorporating the KZN provincials,https://www.hmyc.org.za/events/367984,2026-09-24,2026-09-27,11:00,14:00,Henley Midmar Yacht Club,National Championships,,,,,,,,,,,,www_hmyc_org_za,367984,False
Agulhas Race,https://www.sailing.org.za/events/357907,2026-10-02,2026-10-04,09:00,09:00,False Bay Yacht Club,Keel Boat Event,,,,,,,,,,,357907,,,False
2026 SBYC Dinghy Regatta,https://www.sailing.org.za/events/357906,2026-10-10,2026-10-11,09:00,09:00,Saldanha Bay Yacht Club,Dinghy Event,,,,,,,,,,,357906,,,False
SA Sailing Instructor Course - ITYC1026-DM,https://www.sailing.org.za/events/376204,2026-10-13,2026-10-17,09:00,17:00,Transvaal Yacht Club,Training,,,,,,,,,,,376204,,,False
Regional Race Officer Workshop,https://www.sailing.org.za/events/368460,2026-10-15,2026-10-15,17:30,19:30,Teams,,,,,,,,,,,,368460,,,False
2026 DF 95 Global Championship,https://www.sailing.org.za/events/337481,2026-10-17,2026-10-23,09:00,09:00,Theewater Sports Club,,,,,,,,,,,,337481,,,False
National Race Officers Workshop,https://www.sailing.org.za/events/368459,2026-10-22,2026-10-22,17:30,19:00,Teams,,,,,,,,,,,,368459,,,False
2026 EC Dinghy Regionals,https://www.sailing.org.za/events/373989,2026-10-31,2026-11-01,09:00,09:00,Redhouse Yacht Club,Regional Championships,,,,,,,,,,,373989,,,False
Safety Boat Operators Course,https://www.sailing.org.za/events/374352,2026-11-07,2026-11-08,09:00,17:00,Lake Deneys Yacht Club,Training,,,,,,,,,,,374352,,,False
SA Sailing Instructor Course - ISADF1126-KBO,https://www.sailing.org.za/events/376047,2026-11-10,2026-11-13,09:00,17:00,Sail Africa Youth Foundation,Training,,,,,,,,,,,376047,,,False
2026 USSA Sailing Championships,https://www.sailing.org.za/events/344430,2026-12-09,2026-12-15,09:00,09:00,Henley Midmar Yacht Club,Dinghy Event,,,,,,,,,,,344430,,,False
2026 SA Sailing Youth National Championship,https://www.sailing.org.za/events/324956,2026-12-16,2026-12-21,08:00,21:00,Lake Deneys Yacht Club,National Championships,,,,,,,,,,,324956,,,False
Cape 31 Nationals,https://www.sailing.org.za/events/372297,2026-12-16,2026-12-20,09:00,09:00,V & A Waterfront,National Championships,,,,,,,,,,,372297,,,False
Solinks &amp; flying 15&#039;s nationals and 505&#039;s regionals,https://www.hmyc.org.za/events/368073,2026-12-19,2026-12-21,11:00,16:00,Henley Midmar Yacht Club,National Championships,,,,,,,,,,,,www_hmyc_org_za,368073,False
2026 West Coast Cruise,https://www.sailing.org.za/events/353595,2026-12-26,2026-12-31,09:00,09:00,Port Owen Yacht Club,Keel Boat Event,,,,,,,,,,,353595,,,False
Port Owen River Race,https://www.sailing.org.za/events/376473,2027-01-30,2027-01-31,09:00,09:00,Port Owen Yacht Club,,,,,,,,,,,,376473,,,False
Grandslam,https://www.hmyc.org.za/events/368085,2027-02-20,2027-02-21,09:00,15:00,Henley Midmar Yacht Club,Dinghy Event,,,,,,,,,,,,www_hmyc_org_za,368085,False
Diamond Coast Race,https://www.sailing.org.za/events/376474,2027-03-20,2027-03-22,09:00,09:00,Port Owen Yacht Club,,,,,,,,,,,,376474,,,False
Easter Regatta and 9 Hour,https://www.hmyc.org.za/events/368091,2027-03-26,2027-03-29,11:00,14:00,Henley Midmar Yacht Club,Dinghy Event,,,,,,,,,,,,www_hmyc_org_za,368091,False
Hobie 16 WC Champs &amp; All Class Invitational,https://www.sailing.org.za/events/376843,2027-04-22,2027-04-24,09:00,09:00,Struisbaai,Regional Championships,,,,,,,,,,,376843,,,False
ILCA Nationals,https://www.sailing.org.za/events/372944,2027-04-24,2027-04-27,09:00,09:00,Point Yacht Club,National Championships,,,,,,,,,,,372944,,,False
Hunter nationals,https://www.hmyc.org.za/events/368096,2027-04-24,2027-04-27,11:00,15:00,Henley Midmar Yacht Club,National Championships,,,,,,,,,,,,www_hmyc_org_za,368096,False
Hobie 16 Nationals,https://www.sailing.org.za/events/376844,2027-04-25,2027-04-27,09:00,09:00,Struisbaai,National Championships,,,,,,,,,,,376844,,,False
29er Nationals,https://www.sailing.org.za/events/297902,2027-04-25,2027-04-27,09:00,09:00,Details,National Championships,,,,,,,,,,,297902,,,False
TuziTekwini Ocean Race 2027,https://www.revolutionise.com.au/ksyc/events/337130,2027-06-18,2027-06-20,18:00,18:00,King Shaka Yacht Club,Regional Championships,,,,,,,,,,,,revolutionise,337130,False
MSC Week 2026,https://www.sailing.org.za/events/330403,,,,,Saturday 4 July & Sunday 5 July - Registration 10:30 - 12:00,Keel Boat Event,,,,,,,,,,,330403,,,True
2025 Tour de Vlei,https://www.revolutionise.com.au/vogelvleiyc/events/283726,,,,,Sat 11 - Sun 12 October 2025,Dinghy Event,,,,,,,,,,,,revolutionise,283726,True
MSC Week 2025,https://www.sailing.org.za/events/281416,,,,,Saturday 5 July & Sunday 6 July - Registration &,National Championships,,,,,,,,,,,281416,,,True
Stilbaai Yacht Club - 2022 S A Sailing Youth Nationals,https://www.sailing.org.za/events/156449,,,,,Dates: 16th December 2022 to 21st December 2022,,,,,,,,,,,,156449,,,True
2022 SA SAILING YOUTH NATIONAL CHAMPIONSHIP,https://www.stilbaaiyachtclub.co.za/events/140079,,,,,Dates: 16th December 2022 to 21st December 2022,,,,,,,,,,,,,www_stilbaaiyachtclub_co_za,140079,True
SA Sailing Instructor Course - ITSA2204-D,https://www.sailing.org.za/events/132105,,,,,4 day Learn to Sailing Instructor Training for Dinghy/Multihull endorsement,Training,,,,,,,,,,,132105,,,True
Midlands Sailing School - Learn to Sail Camp,https://www.sailing.org.za/events/121058,,,,,11th January 2022 to 14th January 2022,,,,,,,,,,,,121058,,,True
Midlands Sailing School - Learn to Sail Camp,https://www.sailing.org.za/events/121056,,,,,4th January 2022 to 7th January 2022,,,,,,,,,,,,121056,,,True
Midlands Sailing School - Learn to Sail Camp,https://www.sailing.org.za/events/121055,,,,,14th December 2021 to 17th December 2021,,,,,,,,,,,,121055,,,True
Learn to Sail Camp,https://www.revolutionise.com.au/midlandsss/events/85658,,,,,14th December 2021 to 17th December 2021,,,,,,,,,,,,,revolutionise,85658,True
Midlands Sailing School - Learn to Sail Camp,https://www.sailing.org.za/events/121057,,,,,5th October to 8th October,,,,,,,,,,,,121057,,,True
Learn to Sail Camp,https://www.revolutionise.com.au/midlandsss/events/85657,,,,,5th October to 8th October,,,,,,,,,,,,,revolutionise,85657,True
SA Sailing Instructor Course - ITSA2110-D,https://www.sailing.org.za/events/111547,,,,,4 day Learn to Sailing Instructor Training for Dinghy/Multihull endorsement,Training,,,,,,,,,,,111547,,,True
Hermanus Yacht Club - SA Sailing WC Dinghy Championships 2020,https://www.sailing.org.za/events/62062,,,,,Event postponed new date to be advised,Regional Championships,,,,,,,,,,,62062,,,True
Hobie Tiger National Championship,https://www.sailing.org.za/events/44245,,,,,Event postponed. New dates to be advised,National Championships,,,,,,,,,,,44245,,,True
Admirals Regatta,https://www.sailing.org.za/events/61052,,,,,Event postponed new dates to be advised,Keel Boat Event,,,,,,,,,,,61052,,,True
Application for Recognition for SA Sailing RTC,https://www.sailing.org.za/events/67968,2019-05-01,2026-04-01,09:00,09:00,South African Sailing,National Championships,,,,,,,,,,,67968,,,True
Regatta and Race Management Workshop,https://www.sailing.org.za/events/51107,2019-05-25,2019-05-26,08:30,15:30,Victoria Lake Club,Training,,,,,,,,,,,51107,,,True
Regional AGM -NR,https://www.sailing.org.za/events/41868,2019-06-08,2019-06-08,16:30,19:00,Victoria Lake Club,Meetings,,,,,,,,,,,41868,,,True
Regional AGM -WC,https://www.sailing.org.za/events/41869,2019-06-10,2019-06-10,18:00,21:00,Royal Cape Yacht Club,Meetings,,,,,,,,,,,41869,,,True
Regional AGM -EC,https://www.sailing.org.za/events/41870,2019-06-22,2019-06-22,16:30,19:30,Algoa Bay Yacht Club,Meetings,,,,,,,,,,,41870,,,True
Regional AGM -KZN,https://www.sailing.org.za/events/41867,2019-06-22,2019-06-22,10:00,13:00,Island Sailing Club,Meetings,,,,,,,,,,,41867,,,True
MSC Week,https://www.sailing.org.za/events/44391,2019-07-01,2019-07-05,08:00,15:00,Point Yacht Club,Dinghy Event,,,,,,,,,,,44391,,,True
L26 Nationals,https://www.sailing.org.za/events/44597,2019-07-01,2019-07-05,08:00,15:00,Point Yacht Club,National Championships,,,,,,,,,,,44597,,,True
J22 Regionals,https://www.sailing.org.za/events/44598,2019-07-01,2019-07-05,08:00,15:00,Point Yacht Club,Regional Championships,,,,,,,,,,,44598,,,True
Sailing Youth World Championships 2019,https://www.sailing.org.za/events/41877,2019-07-13,2019-07-19,08:00,23:00,Gdansk,Youth Events,,,,,,,,,,,41877,,,True
SASKZN Grandslam,https://www.sailing.org.za/events/44600,2019-07-20,2019-07-21,08:00,15:00,Point Yacht Club,Dinghy Event,,,,,,,,,,,44600,,,True
SASWC Intasure Interschools Dinghy Regatta,https://www.sailing.org.za/events/44262,2019-07-27,2019-07-28,08:00,15:00,Imperial Yacht Club,Interschools,,,,,,,,,,,44262,,,True
SASNR Club Safety Workshop and Surveyors Course,https://www.sailing.org.za/events/45522,2019-07-27,2019-07-28,09:00,04:00,Victoria Lake Club,,,,,,,,,,,,45522,,,True
Lipton Challenge Cup,https://www.sailing.org.za/events/44242,2019-08-04,2019-08-10,08:00,15:00,Royal Cape Yacht Club,Keel Boat Event,,,,,,,,,,,44242,,,True
SASNR Combined Keelboat  Provincials,https://www.sailing.org.za/events/42167,2019-08-09,2019-08-11,10:00,15:00,Deneysville Aquatic Club,,,,,,,,,,,,42167,,,True
Safety Boat Operators Course,https://www.sailing.org.za/events/41873,2019-08-17,2019-08-18,09:00,18:00,Vaal Sailing Centre,Training,,,,,,,,,,,41873,,,True
Safety Boat Operators Course SBSAYF0919,https://www.sailing.org.za/events/41874,2019-08-17,2019-08-18,09:00,18:00,Sail Africa Youth Foundation,Training,,,,,,,,,,,41874,,,True
SASNR Dabchick Provincials,https://www.sailing.org.za/events/46168,2019-08-17,2019-08-18,10:00,15:00,Pretoria Sailing Club,Regional Championships,,,,,,,,,,,46168,,,True
TSL League Round One,https://www.sailing.org.za/events/45705,2019-08-17,2019-08-17,08:00,15:00,Imperial Yacht Club,Dinghy Event,,,,,,,,,,,45705,,,True
SASKZN Interschools Regatta 2019,https://www.sailing.org.za/events/44393,2019-08-24,2019-08-25,07:30,17:00,Island Sailing Club,Dinghy Event,,,,,,,,,,,44393,,,True
SA Sailing National AGM,https://www.sailing.org.za/events/44389,2019-08-24,2019-08-24,13:00,15:00,Royal Cape Yacht Club,Meetings,,,,,,,,,,,44389,,,True
SASNR Spring Grand Slam and Dinghy Provincials,https://www.sailing.org.za/events/42166,2019-09-07,2019-09-08,10:00,15:00,Deneysville Aquatic Club,Regional Championships,,,,,,,,,,,42166,,,True
Southern Charter Classic #1,https://www.sailing.org.za/events/44253,2019-09-07,2019-09-08,08:00,15:00,Zeekoe Vlei Yacht Club,Dinghy Event,,,,,,,,,,,44253,,,True
Social Team Sailing,https://www.sailing.org.za/events/49604,2019-09-07,2019-09-07,10:00,16:00,Henley Midmar Yacht Club,Interschools,,,,,,,,,,,49604,,,True
KZN Team Sailing League,https://www.sailing.org.za/events/46352,2019-09-14,2019-09-14,09:00,17:00,Henley Midmar Yacht Club,Team Sailing Events,,,,,,,,,,,46352,,,True
SA Sailing Instructor Course - ISSA0919,https://www.sailing.org.za/events/41872,2019-09-21,2019-09-24,09:00,17:30,Sailing SA Training Centre,Training,,,,,,,,,,,41872,,,True
SASNR Hobie Tiger Provincials,https://www.sailing.org.za/events/42205,2019-09-21,2019-09-24,10:00,15:00,Lake Deneys Yacht Club,Regional Championships,,,,,,,,,,,42205,,,True
Sonnet National Championship,https://www.sailing.org.za/events/44243,2019-09-21,2019-09-24,08:00,15:00,Vogelvlei Yacht Club,National Championships,,,,,,,,,,,44243,,,True
Eastern Cape Championships,https://www.sailing.org.za/events/44454,2019-09-21,2019-09-24,08:00,15:00,East London Yacht Club,Regional Championships,,,,,,,,,,,44454,,,True
TSL League Round Two,https://www.sailing.org.za/events/45952,2019-09-21,2019-09-22,08:00,15:00,Imperial Yacht Club,,,,,,,,,,,,45952,,,True
SA Sailing Instructor Course - IMSS0919-D,https://www.sailing.org.za/events/41871,2019-09-24,2019-09-24,09:00,17:30,Midlands Sailing School,Training,,,,,,,,,,,41871,,,True
Mossel Bay Race,https://www.sailing.org.za/events/44397,2019-09-27,2019-09-29,08:00,15:00,Mossel Bay Yacht & Boat Club,Keel Boat Event,,,,,,,,,,,44397,,,True
2019 International One Meter NR Provincials,https://www.sailing.org.za/events/51241,2019-09-28,2019-09-29,10:00,15:00,Southern Cross Sailing Club,Regional Championships,,,,,,,,,,,51241,,,True
GLYC Interclub Regatta,https://www.sailing.org.za/events/44398,2019-10-05,2019-10-06,08:00,15:00,George Lakes Yacht Club,Dinghy Event,,,,,,,,,,,44398,,,True
SAS NR Dart 18 Provincial championships,https://www.sailing.org.za/events/50551,2019-10-12,2019-10-13,08:00,17:00,Stilbaai Yacht Club,Regional Championships,,,,,,,,,,,50551,,,True
Tour De Vlei,https://www.sailing.org.za/events/44395,2019-10-12,2019-10-13,08:00,15:00,Vogelvlei Yacht Club,Dinghy Event,,,,,,,,,,,44395,,,True
KZN Team Sailing Social,https://www.sailing.org.za/events/50083,2019-10-12,2019-10-12,10:00,16:00,Henley Midmar Yacht Club,Team Sailing Events,,,,,,,,,,,50083,,,True
KZN Team Sailing League,https://www.sailing.org.za/events/50086,2019-10-13,2019-10-13,09:00,17:00,Henley Midmar Yacht Club,Team Sailing Events,,,,,,,,,,,50086,,,True
Safety Boat Operators Course SBZVYC1019,https://www.sailing.org.za/events/52451,2019-10-23,2019-10-24,09:00,18:00,Zeekoe Vlei Yacht Club,Training,,,,,,,,,,,52451,,,True
Regatta and Race Management Course,https://www.sailing.org.za/events/54325,2019-10-26,2019-10-27,09:00,18:00,Royal Natal Yacht Club,National Championships,,,,,,,,,,,54325,,,True
2019 Stadt 23 National championships,https://www.sailing.org.za/events/52784,2019-10-26,2019-10-27,10:00,15:00,Lake Deneys Yacht Club,National Championships,,,,,,,,,,,52784,,,True
Safety Boat Operators Course SBSSW1119,https://www.sailing.org.za/events/51689,2019-11-02,2019-11-03,09:00,18:00,SuperSail Wilderness,Training,,,,,,,,,,,51689,,,True
TSL League Round Three,https://www.sailing.org.za/events/45953,2019-11-02,2019-11-02,08:00,15:00,Imperial Yacht Club,,,,,,,,,,,,45953,,,True
KZN Team Sailing Social,https://www.sailing.org.za/events/50087,2019-11-09,2019-11-09,10:00,16:00,Henley Midmar Yacht Club,Team Sailing Events,,,,,,,,,,,50087,,,True
KZN Team Sailing League,https://www.sailing.org.za/events/50360,2019-11-10,2019-11-10,09:00,17:00,Henley Midmar Yacht Club,Team Sailing Events,,,,,,,,,,,50360,,,True
Westcoast Offshore Regatta,https://www.sailing.org.za/events/44396,2019-11-22,2019-11-23,08:00,15:00,Port Owen Yacht Club,Keel Boat Event,,,,,,,,,,,44396,,,True
SA Sailing KZN Halcat Regional Championships 2019,https://www.sailing.org.za/events/52381,2019-11-23,2019-11-24,07:30,17:00,Island Sailing Club,Regional Championships,,,,,,,,,,,52381,,,True
Southern Charter Classic # 2,https://www.sailing.org.za/events/44255,2019-11-30,2019-12-01,08:00,15:00,Theewater Sports Club,Dinghy Event,,,,,,,,,,,44255,,,True
CTRW RCYC,https://www.sailing.org.za/events/44401,2019-12-06,2019-12-08,08:00,15:00,Royal Cape Yacht Club,Keel Boat Event,,,,,,,,,,,44401,,,True
KZN Team Sailing Social,https://www.sailing.org.za/events/55769,2019-12-07,2019-12-07,10:00,16:00,Henley Midmar Yacht Club,Team Sailing Events,,,,,,,,,,,55769,,,True
KZN Team Sailing League,https://www.sailing.org.za/events/55770,2019-12-08,2019-12-08,09:00,17:00,Henley Midmar Yacht Club,Team Sailing Events,,,,,,,,,,,55770,,,True
SA Sailing Instructor Course - ITSA1219,https://www.sailing.org.za/events/53078,2019-12-10,2019-12-13,09:00,17:30,Sailing Academy,Training,,,,,,,,,,,53078,,,True
TSL League Round Four,https://www.sailing.org.za/events/45954,2019-12-11,2019-12-11,08:00,15:00,Imperial Yacht Club,,,,,,,,,,,,45954,,,True
Theewater Sports Club - SA Sailing Youth National Championship 2019,https://www.sailing.org.za/events/55929,2019-12-14,2019-12-19,08:00,15:00,Theewater Sports Club,National Championships,,,,,,,,,,,55929,,,True
SA Sailing Youth National Championship 2019,https://www.revolutionise.com.au/theewatersports/events/55541,2019-12-14,2019-12-19,08:00,15:00,Theewater Sports Club,National Championships,,,,,,,,,,,,revolutionise,55541,True
TSL Inter School National Championships 2019,https://www.sailing.org.za/events/54420,2019-12-14,2019-12-14,09:00,16:30,Theewater Sports Club,National Championships,,,,,,,,,,,54420,,,True
Theewater Sports Club - Mirror National Championships 2019,https://www.sailing.org.za/events/55928,2019-12-20,2019-12-20,09:00,16:30,Theewater Sports Club,National Championships,,,,,,,,,,,55928,,,True
Mirror National Championships 2019,https://www.revolutionise.com.au/theewatersports/events/55554,2019-12-20,2019-12-20,09:00,16:30,Theewater Sports Club Options,National Championships,,,,,,,,,,,,revolutionise,55554,True
Application: Day Skipper Sailing with School Examination (non-members),https://www.sailing.org.za/events/80776,2020-01-01,2021-04-15,00:00,00:00,South African Sailing,,,,,,,,,,,,80776,,,True
Application: Replacement of a lost Certificate of Competence,https://www.sailing.org.za/events/96115,2020-01-01,2021-04-15,00:00,00:00,South African Sailing,,,,,,,,,,,,96115,,,True
Senior Race Coach Accreditation RPL application.,https://www.sailing.org.za/events/67166,2020-01-01,2020-12-31,23:45,23:45,South African Sailing,Training,,,,,,,,,,,67166,,,True
Senior Instructor Accreditation Renewal application.,https://www.sailing.org.za/events/66049,2020-01-01,2020-12-31,00:00,00:00,South African Sailing,Training,,,,,,,,,,,66049,,,True
1st Start Cape to Rio 2020,https://www.sailing.org.za/events/44402,2020-01-02,2020-01-02,08:00,15:00,Royal Cape Yacht Club,National Championships,,,,,,,,,,,44402,,,True
KZN Team Sailing Social,https://www.sailing.org.za/events/50362,2020-01-11,2020-01-11,10:00,16:00,Henley Midmar Yacht Club,Team Sailing Events,,,,,,,,,,,50362,,,True
2nd Start Cape to Rio 2020,https://www.sailing.org.za/events/44403,2020-01-11,2020-01-11,08:00,15:00,Royal Cape Yacht Club,Keel Boat Event,,,,,,,,,,,44403,,,True
KZN Team Sailing League,https://www.sailing.org.za/events/50365,2020-01-12,2020-01-12,09:00,17:00,Henley Midmar Yacht Club,Team Sailing Events,,,,,,,,,,,50365,,,True
Henley Midmar Yacht Club - Sailing KZN Hunter Regional Championships 2020,https://www.sailing.org.za/events/59161,2020-01-18,2020-01-19,07:30,17:00,Henley Midmar Yacht Club,Regional Championships,,,,,,,,,,,59161,,,True
Round Robin Island Regatta,https://www.sailing.org.za/events/44404,2020-01-18,2020-01-18,08:00,15:00,Royal Cape Yacht Club,Keel Boat Event,,,,,,,,,,,44404,,,True
Safety Boat Operators Course SBSB0120,https://www.sailing.org.za/events/56165,2020-01-25,2020-01-26,09:00,18:00,Sail Benoni,Training,,,,,,,,,,,56165,,,True
SASNR L26 Provincial championships,https://www.sailing.org.za/events/55057,2020-01-25,2020-01-26,08:00,17:00,Deneysville Aquatic Club,Regional Championships,,,,,,,,,,,55057,,,True
PSC Charity Regatta,https://www.sailing.org.za/events/58672,2020-01-25,2020-01-26,08:00,15:00,Pretoria Sailing Club,Regional Championships,,,,,,,,,,,58672,,,True
Fling Regatta,https://www.sailing.org.za/events/44405,2020-01-31,2020-02-02,08:00,15:00,Royal Cape Yacht Club,Keel Boat Event,,,,,,,,,,,44405,,,True
LDYC Round the Island Race,https://www.sailing.org.za/events/58670,2020-01-31,2020-02-02,08:00,15:00,Lake Deneys Yacht Club,,,,,,,,,,,,58670,,,True
Safety Boat Operators Course SBZYC0220,https://www.sailing.org.za/events/56167,2020-02-08,2020-02-09,09:00,18:00,Zululand Yacht Club Sailing Centre,Training,,,,,,,,,,,56167,,,True
Southern Charter Classic # 3,https://www.sailing.org.za/events/44256,2020-02-08,2020-02-09,08:00,15:00,Hermanus Yacht Club,Dinghy Event,,,,,,,,,,,44256,,,True
SASNR NW champs,https://www.sailing.org.za/events/58668,2020-02-08,2020-02-09,09:00,15:00,Transvaal Yacht Club,Regional Championships,,,,,,,,,,,58668,,,True
SASNR NW champs,https://www.sailing.org.za/events/58669,2020-02-15,2020-02-16,09:00,15:00,Transvaal Yacht Club,Regional Championships,,,,,,,,,,,58669,,,True
WC Hobie 14 Provincials,https://www.sailing.org.za/events/61050,2020-02-15,2020-02-16,08:00,15:00,Langebaan Yacht Club,Regional Championships,,,,,,,,,,,61050,,,True
SASKZN 9 Hour Endurance Regatta,https://www.sailing.org.za/events/59956,2020-02-15,2020-02-15,08:00,18:30,Henley Midmar Yacht Club,Dinghy Event,,,,,,,,,,,59956,,,True
SASKZN Interclub Team Sailing Challenge,https://www.sailing.org.za/events/44602,2020-02-16,2020-02-16,08:00,15:00,Henley Midmar Yacht Club,Dinghy Event,,,,,,,,,,,44602,,,True
Mykonos Offshore Regatta,https://www.sailing.org.za/events/44407,2020-02-21,2020-02-22,08:00,15:00,Royal Cape Yacht Club,Keel Boat Event,,,,,,,,,,,44407,,,True
SASNR Autumn Grand Slam,https://www.sailing.org.za/events/58673,2020-02-22,2020-02-23,08:00,15:00,Benoni Sailing Club,Regional Championships,,,,,,,,,,,58673,,,True
SA Sailing Instructor Course - ISSA0220-D,https://www.sailing.org.za/events/58340,2020-02-28,2020-03-02,09:00,17:30,Sailing SA Training Centre,Training,,,,,,,,,,,58340,,,True
TP52 Event One,https://www.sailing.org.za/events/56693,2020-03-01,2020-03-06,08:00,15:30,Royal Cape Yacht Club,Keel Boat Event,,,,,,,,,,,56693,,,True
SASKZN Interschool Team sailing,https://www.sailing.org.za/events/44604,2020-03-07,2020-03-08,08:00,15:00,Henley Midmar Yacht Club,Dinghy Event,,,,,,,,,,,44604,,,True
KZN Team Sailing Social,https://www.sailing.org.za/events/50368,2020-03-07,2020-03-07,10:00,16:00,Henley Midmar Yacht Club,Team Sailing Events,,,,,,,,,,,50368,,,True
KZN Team Sailing League,https://www.sailing.org.za/events/50369,2020-03-08,2020-03-08,09:00,17:00,Henley Midmar Yacht Club,Team Sailing Events,,,,,,,,,,,50369,,,True
Cape 31 Invitational Regatta,https://www.sailing.org.za/events/44408,2020-03-12,2020-03-15,08:00,15:00,Royal Cape Yacht Club,Keel Boat Event,,,,,,,,,,,44408,,,True
Safety Boat Operators Course SBMSS0320,https://www.sailing.org.za/events/56169,2020-03-14,2020-03-15,09:00,18:00,Midlands Sailing School,Training,,,,,,,,,,,56169,,,True
Class Association Affiliation 2019-2020,https://www.sailing.org.za/events/44691,2020-03-21,2020-03-22,08:00,17:00,Henley Midm,,,,,,,,,,,,44691,,,True
SASKZN Grand Slam Regatta - Midmar,https://www.sailing.org.za/events/44390,2020-03-21,2020-03-22,08:00,17:00,Henley Midmar Yacht Club,Dinghy Event,,,,,,,,,,,44390,,,True
Eden District Interschools Regatta,https://www.sailing.org.za/events/44399,2020-03-21,2020-03-22,08:00,15:00,George Lakes Yacht Club,Interschools,,,,,,,,,,,44399,,,True
RS Tera Worlds,https://www.sailing.org.za/events/48495,2020-03-30,2020-04-06,08:00,15:30,Royal Cape Yacht Club,Youth Events,,,,,,,,,,,48495,,,True
TP52 Event Two,https://www.sailing.org.za/events/56694,2020-03-30,2020-04-06,08:00,15:30,Royal Cape Yacht Club,Keel Boat Event,,,,,,,,,,,56694,,,True
Certificate of Listing (2022),https://www.sailing.org.za/events/137846,2020-04-01,2022-12-31,00:00,23:45,South African Sailing,,,,,,,,,,,,137846,,,True
Apply: Skipper&#039;s Ticket (SA Sailing Exams/ICC&#039;s/CASA Conversions or Replacement/Lost) 2022,https://www.sailing.org.za/events/137847,2020-04-01,2022-12-31,00:00,23:45,South African Sailing,,,,,,,,,,,,137847,,,True
SA Sailing Athlete Status Confirmation,https://www.sailing.org.za/events/68683,2020-04-01,2022-03-31,00:00,23:45,South African Sailing,,,,,,,,,,,,68683,,,True
SA Sailing WC Dinghy Championships 2020,https://www.revolutionise.com.au/hermanus/events/60046,2020-04-10,2020-04-13,09:00,17:30,Hermanus Yacht Club,,,,,,,,,,,,,revolutionise,60046,True
Inter-varsity Team Sailing Regatta,https://www.sailing.org.za/events/50554,2020-04-17,2020-04-18,09:00,17:00,Henley Midmar Yacht Club,Team Sailing Events,,,,,,,,,,,50554,,,True
SASWC Interschools Regatta,https://www.sailing.org.za/events/44412,2020-04-18,2020-04-19,08:00,15:00,Imperial Yacht Club,Dinghy Event,,,,,,,,,,,44412,,,True
Redhouse Yacht Club - 2020 Finn &amp; Laser National Championships,https://www.sailing.org.za/events/61447,2020-05-01,2020-05-03,08:00,15:00,Event postponed. New dates to be advised,National Championships,,,,,,,,,,,61447,,,True
SASKZN Grandslam - ZYC,https://www.sailing.org.za/events/44592,2020-05-01,2020-05-03,08:00,15:00,Zululand Yacht Club,Dinghy Event,,,,,,,,,,,44592,,,True
