title,details_url,start_date,end_date,venue_text,category,host,location,address,nor_url,si_url,results_url,other_docs,description,contact,organiser,sas_event_id,external_host,external_event_id,is_past
LASA (Laser Association of South Africa) - 2021 Gauteng Laser Masters,https://www.sailing.org.za/events/118431,2021-11-13,2021-11-14,>LASA (Laser Association of South Africa) - 2021 Gauteng Laser Masters,,,,,,,,,,,,118431,,,True
NR Laser Masters,https://www.sailing.org.za/events/117464,2021-11-13,2021-11-14,>NR Laser Masters,,,,,,,,,,,,117464,,,True
IOM Nationals,https://www.sailing.org.za/events/118983,2021-11-13,2021-11-14,>IOM Nationals,,,,,,,,,,,,118983,,,True
Cape 31 Race Day,https://www.sailing.org.za/events/99726,2021-11-13,2021-11-13,>Cape 31 Race Day,,,,,,,,,,,,99726,,,True
TSL - MAC,https://www.sailing.org.za/events/109122,2021-11-20,2021-11-20,>TSL - MAC,,,,,,,,,,,,109122,,,True
West Coast Offshore Race,https://www.sailing.org.za/events/78819,2021-11-26,2021-11-27,>West Coast Offshore Race,,,,,,,,,,,,78819,,,True
KZN Region - TSL Interclub Challenge,https://www.sailing.org.za/events/122062,2021-11-27,2021-11-27,>KZN Region - TSL Interclub Challenge,,,,,,,,,,,,122062,,,True
NRO Refresher Course,https://www.sailing.org.za/events/119477,2021-12-01,2021-12-01,>NRO Refresher Course,,,,,,,,,,,,119477,,,True
TSC Cape Classic # 2,https://www.sailing.org.za/events/101157,2021-12-04,2021-12-05,>TSC Cape Classic # 2,,,,,,,,,,,,101157,,,True
Hobie 14 Free State Provincials,https://www.sailing.org.za/events/118982,2021-12-11,2021-12-12,>Hobie 14 Free State Provincials,,,,,,,,,,,,118982,,,True
Cape 31 Race Day,https://www.sailing.org.za/events/99728,2021-12-11,2021-12-11,>Cape 31 Race Day,,,,,,,,,,,,99728,,,True
SA Sailing Youth Nationals,https://www.sailing.org.za/events/99732,2021-12-16,2021-12-21,>SA Sailing Youth Nationals,,,,,,,,,,,,99732,,,True
Flying Fifteen National Championship,https://www.sailing.org.za/events/123658,2021-12-16,2021-12-19,>Flying Fifteen National Championship,,,,,,,,,,,,123658,,,True
Mirror Nationals,https://www.sailing.org.za/events/99730,2021-12-17,2021-12-19,>Mirror Nationals,,,,,,,,,,,,99730,,,True
TSL - MAC,https://www.sailing.org.za/events/109123,2021-12-18,2021-12-18,>TSL - MAC,,,,,,,,,,,,109123,,,True
SA Sailing Open Masters National Championships,https://www.hmyc.org.za/events/80838,2021-12-27,2021-12-30,"target=""_blank""",,,,,,,,,,,,,www_hmyc_org_za,80838,True
Henley Midmar Yacht Club - 2021 SA Sailing Open Masters National Championships,https://www.sailing.org.za/events/81704,2021-12-27,2021-12-30,>Henley Midmar Yacht Club - 2021 SA Sailing Open Masters National Championships,,,,,,,,,,,,81704,,,True
Stadt 23 WC Champs,https://www.sailing.org.za/events/99731,2021-12-27,2021-12-29,>Stadt 23 WC Champs,,,,,,,,,,,,99731,,,True
Sonnet Nationals,https://www.sailing.org.za/events/99734,2021-12-27,2021-12-29,>Sonnet Nationals,,,,,,,,,,,,99734,,,True
GP14 Nationals &amp; GLYC New Year Regatta,https://www.sailing.org.za/events/104336,2021-12-30,2022-01-02,>GP14 Nationals &amp; GLYC New Year Regatta,,,,,,,,,,,,104336,,,True
Round Robben Island,https://www.sailing.org.za/events/99746,2022-01-15,2022-01-15,>Round Robben Island,,,,,,,,,,,,99746,,,True
SASKZN Grand slam regatta -  Henley Midmar Yacht Club,https://www.sailing.org.za/events/127867,2022-01-22,2022-01-23,>SASKZN Grand slam regatta -  Henley Midmar Yacht Club,,,,,,,,,,,,127867,,,True
HMYC Midlands Grand Slam Championships 2022,https://www.hmyc.org.za/events/84355,2022-01-22,2022-01-23,"target=""_blank""",,,,,,,,,,,,,www_hmyc_org_za,84355,True
2022 Optimist Class provincial championships,https://www.revolutionise.com.au/optimistca/events/121160,2022-01-22,2022-01-23,"target=""_blank""",,,,,,,,,,,,,revolutionise,121160,True
Optimist Sailing SA - 2022 Optimist Class provincial championships,https://www.sailing.org.za/events/121502,2022-01-22,2022-01-23,>Optimist Sailing SA - 2022 Optimist Class provincial championships,,,,,,,,,,,,121502,,,True
Cape 31 Race Day,https://www.sailing.org.za/events/99748,2022-01-22,2022-01-22,>Cape 31 Race Day,,,,,,,,,,,,99748,,,True
Safety Boat Operators Course,https://www.revolutionise.com.au/sailingsatc/events/128449,2022-01-29,2022-01-30,"target=""_blank""",,,,,,,,,,,,,revolutionise,128449,True
Port Owen River race,https://www.sailing.org.za/events/99749,2022-01-29,2022-01-30,>Port Owen River race,,,,,,,,,,,,99749,,,True
KYC Interclub Regatta,https://www.sailing.org.za/events/111035,2022-01-29,2022-01-30,>KYC Interclub Regatta,,,,,,,,,,,,111035,,,True
Sailing Youth World Championships 2021,https://www.sailing.org.za/events/66319,2022-02-01,2022-02-01,>Sailing Youth World Championships 2021,,,,,,,,,,,,66319,,,True
Cape 31 Race Day Invitational,https://www.sailing.org.za/events/99750,2022-02-03,2022-02-06,>Cape 31 Race Day Invitational,,,,,,,,,,,,99750,,,True
HYC Cape Classic # 3,https://www.sailing.org.za/events/100055,2022-02-12,2022-02-13,>HYC Cape Classic # 3,,,,,,,,,,,,100055,,,True
PYC Commodore&#039;s Cup 1,https://www.sailing.org.za/events/129344,2022-02-12,2022-02-12,>PYC Commodore&#039;s Cup 1,,,,,,,,,,,,129344,,,True
NRO Workshop,https://www.sailing.org.za/events/132262,2022-02-15,2022-02-15,>NRO Workshop,,,,,,,,,,,,132262,,,True
Mykonos Offshore,https://www.sailing.org.za/events/100056,2022-02-18,2022-02-19,>Mykonos Offshore,,,,,,,,,,,,100056,,,True
SASKZN Grandslam Rgatta - Richards Bay,https://www.sailing.org.za/events/127869,2022-02-19,2022-03-21,>SASKZN Grandslam Rgatta - Richards Bay,,,,,,,,,,,,127869,,,True
SA Sailing NR Commodores Breakfast with Clubs and Classes,https://www.sailing.org.za/events/130134,2022-02-19,2022-02-19,>SA Sailing NR Commodores Breakfast with Clubs and Classes,,,,,,,,,,,,130134,,,True
KZN Region - TSL Interclub Challenge,https://www.sailing.org.za/events/129317,2022-02-20,2022-02-20,>KZN Region - TSL Interclub Challenge,,,,,,,,,,,,129317,,,True
PYC Sigma Regatta,https://www.sailing.org.za/events/133641,2022-02-25,2022-02-27,>PYC Sigma Regatta,,,,,,,,,,,,133641,,,True
Hobie 14  Provincials,https://www.sailing.org.za/events/100057,2022-02-26,2022-02-27,>Hobie 14  Provincials,,,,,,,,,,,,100057,,,True
Mossel Bay Inter Club Championships,https://www.revolutionise.com.au/mosselbaysc/events/111034,2022-02-26,2022-02-27,"target=""_blank""",,,,,,,,,,,,,revolutionise,111034,True
Mossel Bay Sailing Club - Mossel Bay Inter Club Championships,https://www.sailing.org.za/events/111036,2022-02-26,2022-02-27,>Mossel Bay Sailing Club - Mossel Bay Inter Club Championships,,,,,,,,,,,,111036,,,True
Cape 31 Race Day,https://www.sailing.org.za/events/100059,2022-02-26,2022-02-26,>Cape 31 Race Day,,,,,,,,,,,,100059,,,True
Admirals Regatta,https://www.sailing.org.za/events/100060,2022-03-04,2022-03-06,>Admirals Regatta,,,,,,,,,,,,100060,,,True
SAYF L26 INTER-SCHOOLS REGATTA,https://www.sailing.org.za/events/133630,2022-03-05,2022-03-12,>SAYF L26 INTER-SCHOOLS REGATTA,,,,,,,,,,,,133630,,,True
PYC Jonsson Cup,https://www.sailing.org.za/events/134032,2022-03-05,2022-03-05,>PYC Jonsson Cup,,,,,,,,,,,,134032,,,True
WC Calendar Meeting,https://www.sailing.org.za/events/132233,2022-03-07,2022-03-07,>WC Calendar Meeting,,,,,,,,,,,,132233,,,True
2022 Open Dinghy North West Championships,https://www.revolutionise.com.au/tycsailing/events/128635,2022-03-12,2022-03-13,"target=""_blank""",,,,,,,,,,,,,revolutionise,128635,True
TYC Sailing Centre - 2022 Open Dinghy North West Championships,https://www.sailing.org.za/events/129550,2022-03-12,2022-03-13,>TYC Sailing Centre - 2022 Open Dinghy North West Championships,,,,,,,,,,,,129550,,,True
KZN Region - TSL Interclub Challenge,https://www.sailing.org.za/events/141667,2022-03-12,2022-03-12,>KZN Region - TSL Interclub Challenge,,,,,,,,,,,,141667,,,True
Hobie Tiger Nationals,https://www.sailing.org.za/events/135134,2022-03-17,2022-03-20,>Hobie Tiger Nationals,,,,,,,,,,,,135134,,,True
Hunter Nationals,https://www.sailing.org.za/events/113922,2022-03-19,2022-03-21,>Hunter Nationals,,,,,,,,,,,,113922,,,True
Eastern Cape Championships,https://www.sailing.org.za/events/125712,2022-03-26,2022-03-27,>Eastern Cape Championships,,,,,,,,,,,,125712,,,True
Eden District Inter Schools Regatta,https://www.sailing.org.za/events/104337,2022-03-26,2022-03-27,>Eden District Inter Schools Regatta,,,,,,,,,,,,104337,,,True
Beach Club Regatta,https://www.sailing.org.za/events/133644,2022-04-01,2022-04-03,>Beach Club Regatta,,,,,,,,,,,,133644,,,True
2022 Optimist Selection Event,https://www.revolutionise.com.au/optimistca/events/134693,2022-04-01,2022-04-03,"target=""_blank""",,,,,,,,,,,,,revolutionise,134693,True
Optimist Sailing SA - 2022 Optimist Selection Event,https://www.sailing.org.za/events/134697,2022-04-01,2022-04-03,>Optimist Sailing SA - 2022 Optimist Selection Event,,,,,,,,,,,,134697,,,True
Hobie 14 Gauteng Provincial Championship,https://www.sailing.org.za/events/132107,2022-04-02,2022-04-03,>Hobie 14 Gauteng Provincial Championship,,,,,,,,,,,,132107,,,True
MAC 24hr,https://www.sailing.org.za/events/101906,2022-04-02,2022-04-03,>MAC 24hr,,,,,,,,,,,,101906,,,True
Easter Regatta,https://www.sailing.org.za/events/133645,2022-04-15,2022-04-18,>Easter Regatta,,,,,,,,,,,,133645,,,True
SA Sailing WC Dinghy Championships &amp; Mirror Nationals,https://www.sailing.org.za/events/132463,2022-04-15,2022-04-18,>SA Sailing WC Dinghy Championships &amp; Mirror Nationals,,,,,,,,,,,,132463,,,True
Henley Midmar Yacht Club - SA Sailing Soling Regional Regatta  2022,https://www.sailing.org.za/events/137796,2022-04-15,2022-04-17,>Henley Midmar Yacht Club - SA Sailing Soling Regional Regatta  2022,,,,,,,,,,,,137796,,,True
Pretoria Sailing Club Charity Regatta,https://www.revolutionise.com.au/pretoriasc/events/135419,2022-04-23,2022-04-24,"target=""_blank""",,,,,,,,,,,,,revolutionise,135419,True
Pretoria Sailing Club - Pretoria Sailing Club Charity Regatta,https://www.sailing.org.za/events/137672,2022-04-23,2022-04-24,>Pretoria Sailing Club - Pretoria Sailing Club Charity Regatta,,,,,,,,,,,,137672,,,True
2022 ILCA National Championship,https://www.laser.org.za/events/136793,2022-04-28,2022-05-01,"target=""_blank""",,,,,,,,,,,,,laser_org_za,136793,True
LASA (Laser Association of South Africa) - 2022 ILCA National Championship,https://www.sailing.org.za/events/136946,2022-04-28,2022-05-01,>LASA (Laser Association of South Africa) - 2022 ILCA National Championship,,,,,,,,,,,,136946,,,True
Stadt 23 Nationals,https://www.sailing.org.za/events/135081,2022-04-28,2022-05-01,>Stadt 23 Nationals,,,,,,,,,,,,135081,,,True
29er Nationals,https://www.sailing.org.za/events/140085,2022-04-28,2022-05-01,>29er Nationals,,,,,,,,,,,,140085,,,True
Hobie 16 National Regatta,https://www.sailing.org.za/events/99729,2022-04-28,2022-05-01,>Hobie 16 National Regatta,,,,,,,,,,,,99729,,,True
29er National Championships 2021,https://www.revolutionise.com.au/mosselbaysc/events/133626,2022-04-28,2022-05-01,"target=""_blank""",,,,,,,,,,,,,revolutionise,133626,True
Mossel Bay Sailing Club - 2021 29er Nationals Championships,https://www.sailing.org.za/events/139161,2022-04-28,2022-05-01,>Mossel Bay Sailing Club - 2021 29er Nationals Championships,,,,,,,,,,,,139161,,,True
Dart 18 SH Gauteng Provincials,https://www.sailing.org.za/events/135676,2022-04-30,2022-05-02,>Dart 18 SH Gauteng Provincials,,,,,,,,,,,,135676,,,True
Safety Boat Operators Course,https://www.sailing.org.za/events/140052,2022-05-14,2022-05-15,>Safety Boat Operators Course,,,,,,,,,,,,140052,,,True
Dragonfly Gauteng Regionals,https://www.sailing.org.za/events/141657,2022-05-14,2022-05-15,>Dragonfly Gauteng Regionals,,,,,,,,,,,,141657,,,True
Vasco Da Gama Ocean Race 2022,https://www.sailing.org.za/events/133523,2022-05-22,2022-05-25,>Vasco Da Gama Ocean Race 2022,,,,,,,,,,,,133523,,,True
Covid Event Management Authorisation,https://www.sailing.org.za/events/71178,2022-06-01,2023-01-01,>Covid Event Management Authorisation,,,,,,,,,,,,71178,,,True
Youth Regatta,https://www.sailing.org.za/events/139334,2022-06-11,2022-06-12,>Youth Regatta,,,,,,,,,,,,139334,,,True
SASKZN Grandslam Regatta - Point Yacht Club,https://www.sailing.org.za/events/138415,2022-06-16,2022-06-19,>SASKZN Grandslam Regatta - Point Yacht Club,,,,,,,,,,,,138415,,,True
SA Sailing WC AGM,https://www.sailing.org.za/events/141527,2022-06-21,2022-06-21,>SA Sailing WC AGM,,,,,,,,,,,,141527,,,True
SA Sailing NR AGM,https://www.sailing.org.za/events/142078,2022-06-25,2022-06-25,>SA Sailing NR AGM,,,,,,,,,,,,142078,,,True
Point Yacht Club - MSC Week 2022,https://www.sailing.org.za/events/144217,2022-07-02,2022-07-08,>Point Yacht Club - MSC Week 2022,,,,,,,,,,,,144217,,,True
J22 Class Association South Africa - Marriott  J22 Class World Championships 2022,https://www.sailing.org.za/events/143378,2022-07-02,2022-07-08,>J22 Class Association South Africa - Marriott  J22 Class World Championships 2022,,,,,,,,,,,,143378,,,True
Marriott  J22 Class World Championships 2022,https://www.j22.co.za/events/60814,2022-07-02,2022-07-08,"target=""_blank""",,,,,,,,,,,,,www_j22_co_za,60814,True
Safety Boat Operators Course,https://www.sailing.org.za/events/122203,2022-07-30,2022-07-31,>Safety Boat Operators Course,,,,,,,,,,,,122203,,,True
TUKS Team Racing,https://www.sailing.org.za/events/148935,2022-07-30,2022-07-31,>TUKS Team Racing,,,,,,,,,,,,148935,,,True
Expression of interest 2024 Youth Worlds Selection,https://www.sailing.org.za/events/189024,2022-08-01,2023-12-31,>Expression of interest 2024 Youth Worlds Selection,,,,,,,,,,,,189024,,,True
J22 North Vaal Regional Championships,https://www.sailing.org.za/events/148939,2022-08-06,2022-08-09,>J22 North Vaal Regional Championships,,,,,,,,,,,,148939,,,True
SASNR Grand slam regatta - LDYC,https://www.sailing.org.za/events/148937,2022-08-06,2022-08-09,>SASNR Grand slam regatta - LDYC,,,,,,,,,,,,148937,,,True
Endurance Race,https://www.sailing.org.za/events/148944,2022-08-13,2022-08-13,>Endurance Race,,,,,,,,,,,,148944,,,True
RCYC Ladies Race,https://www.sailing.org.za/events/139335,2022-08-13,2022-08-13,>RCYC Ladies Race,,,,,,,,,,,,139335,,,True
Lipton Cup Challenge,https://www.sailing.org.za/events/139339,2022-08-17,2022-08-21,>Lipton Cup Challenge,,,,,,,,,,,,139339,,,True
"PSC Youth Regatta, including Dabchick  Provincials and Optimist GP1",https://www.revolutionise.com.au/pretoriasc/events/150233,2022-08-20,2022-08-21,"target=""_blank""",,,,,,,,,,,,,revolutionise,150233,True
"Pretoria Sailing Club - PSC Youth Regatta, including Dabchick  Provincials and Optimist GP1",https://www.sailing.org.za/events/150274,2022-08-20,2022-08-21,">Pretoria Sailing Club - PSC Youth Regatta, including Dabchick  Provincials and Optimist GP1",,,,,,,,,,,,150274,,,True
Hobie 14 Free State Regional Champs,https://www.sailing.org.za/events/148950,2022-08-27,2022-08-28,>Hobie 14 Free State Regional Champs,,,,,,,,,,,,148950,,,True
"Finn Winter Challenge, Flying Dutchman v Nijmwegen Trophy, 5o5 and GP 14 Highveld Champion",https://www.revolutionise.com.au/pretoriasc/events/150334,2022-08-27,2022-08-28,"target=""_blank""",,,,,,,,,,,,,revolutionise,150334,True
"Pretoria Sailing Club - Finn Winter Challenge, Flying Dutchman v Nijmwegen Trophy, 5o5 and GP 14",https://www.sailing.org.za/events/150384,2022-08-27,2022-08-28,">Pretoria Sailing Club - Finn Winter Challenge, Flying Dutchman v Nijmwegen Trophy, 5o5 and GP 14",,,,,,,,,,,,150384,,,True
Point Yacht Club - Women&#039;s Day Keelboat Race,https://www.sailing.org.za/events/153239,2022-08-27,2022-08-27,>Point Yacht Club - Women&#039;s Day Keelboat Race,,,,,,,,,,,,153239,,,True
SA Sailing National AGM,https://www.sailing.org.za/events/147611,2022-08-29,2022-08-29,>SA Sailing National AGM,,,,,,,,,,,,147611,,,True
Stilbaai Yacht Club - 2022 Gauteng DINGHY Provincial Championship,https://www.sailing.org.za/events/154154,2022-09-03,2022-09-04,>Stilbaai Yacht Club - 2022 Gauteng DINGHY Provincial Championship,,,,,,,,,,,,154154,,,True
Gauteng Dinghy Provincial Championships/Dolphin Regionals/29er Regionals,https://www.sailing.org.za/events/148954,2022-09-03,2022-09-04,>Gauteng Dinghy Provincial Championships/Dolphin Regionals/29er Regionals,,,,,,,,,,,,148954,,,True
DF 95 Nationals,https://www.sailing.org.za/events/135129,2022-09-08,2022-09-11,>DF 95 Nationals,,,,,,,,,,,,135129,,,True
Zeekoe Vlei Yacht Club - Cape Classic Regatta,https://www.sailing.org.za/events/155975,2022-09-10,2022-09-12,>Zeekoe Vlei Yacht Club - Cape Classic Regatta,,,,,,,,,,,,155975,,,True
Cape Classic Regatta,https://www.revolutionise.com.au/zeekoevleiyc/events/153070,2022-09-10,2022-09-11,"target=""_blank""",,,,,,,,,,,,,revolutionise,153070,True
Big John 25 Hour,https://www.sailing.org.za/events/148955,2022-09-10,2022-09-11,>Big John 25 Hour,,,,,,,,,,,,148955,,,True
Cape Point Challenge,https://www.sailing.org.za/events/139341,2022-09-11,2022-09-11,>Cape Point Challenge,,,,,,,,,,,,139341,,,True
KZN Region - TSL Open,https://www.sailing.org.za/events/148652,2022-09-17,2022-09-18,>KZN Region - TSL Open,,,,,,,,,,,,148652,,,True
Spring Regatta,https://www.sailing.org.za/events/139342,2022-09-17,2022-09-18,>Spring Regatta,,,,,,,,,,,,139342,,,True
Hobie 16 Free State Regionals,https://www.sailing.org.za/events/148958,2022-09-17,2022-09-18,>Hobie 16 Free State Regionals,,,,,,,,,,,,148958,,,True
Gauteng Finn and 505 Regionals,https://www.sailing.org.za/events/155011,2022-09-17,2022-09-18,>Gauteng Finn and 505 Regionals,,,,,,,,,,,,155011,,,True
National Race Officer Workshop,https://www.sailing.org.za/events/147810,2022-09-20,2022-09-20,>National Race Officer Workshop,,,,,,,,,,,,147810,,,True
Keelboat Week,https://www.sailing.org.za/events/148959,2022-09-23,2022-09-25,>Keelboat Week,,,,,,,,,,,,148959,,,True
SA Sailing Dart Double Handed National Championships 2022,https://www.hmyc.org.za/events/154264,2022-09-23,2022-09-25,"target=""_blank""",,,,,,,,,,,,,www_hmyc_org_za,154264,True
Henley Midmar Yacht Club - SA Sailing Dart Double handed National Championships,https://www.sailing.org.za/events/154272,2022-09-23,2022-09-25,>Henley Midmar Yacht Club - SA Sailing Dart Double handed National Championships,,,,,,,,,,,,154272,,,True
2022 Optimist African Championships,https://www.revolutionise.com.au/optimistca/events/153342,2022-09-24,2022-10-01,"target=""_blank""",,,,,,,,,,,,,revolutionise,153342,True
Optimist Sailing SA - 2022 Optimist African Championships,https://www.sailing.org.za/events/153343,2022-09-24,2022-10-01,>Optimist Sailing SA - 2022 Optimist African Championships,,,,,,,,,,,,153343,,,True
SA Sailing Hunter KZN Regional Championships 2022,https://www.hmyc.org.za/events/154278,2022-09-24,2022-09-25,"target=""_blank""",,,,,,,,,,,,,www_hmyc_org_za,154278,True
Henley Midmar Yacht Club - KZN Hunter Regional Championships,https://www.sailing.org.za/events/154280,2022-09-24,2022-09-25,>Henley Midmar Yacht Club - KZN Hunter Regional Championships,,,,,,,,,,,,154280,,,True
Spring Regatta,https://www.sailing.org.za/events/141978,2022-09-24,2022-09-25,>Spring Regatta,,,,,,,,,,,,141978,,,True
Mossel Bay Race,https://www.sailing.org.za/events/139343,2022-09-29,2022-10-02,>Mossel Bay Race,,,,,,,,,,,,139343,,,True
RPL Race Officers Training Programme,https://www.sailing.org.za/events/143645,2022-10-01,2023-10-01,>RPL Race Officers Training Programme,,,,,,,,,,,,143645,,,True
Instruman Mpumalanga Open Dinghy Champs,https://www.sailing.org.za/events/151432,2022-10-01,2022-10-02,>Instruman Mpumalanga Open Dinghy Champs,,,,,,,,,,,,151432,,,True
MAC 12hr,https://www.sailing.org.za/events/139346,2022-10-01,2022-10-01,>MAC 12hr,,,,,,,,,,,,139346,,,True
Team Sailing League KZN Regionals,https://www.sailing.org.za/events/253651,2022-10-03,2022-10-04,>Team Sailing League KZN Regionals,,,,,,,,,,,,253651,,,True
Night Race GP6,https://www.sailing.org.za/events/148963,2022-10-08,2022-10-09,>Night Race GP6,,,,,,,,,,,,148963,,,True
Tour de Vlei,https://www.sailing.org.za/events/139345,2022-10-08,2022-10-09,>Tour de Vlei,,,,,,,,,,,,139345,,,True
GLYC Interclub,https://www.sailing.org.za/events/139347,2022-10-08,2022-10-09,>GLYC Interclub,,,,,,,,,,,,139347,,,True
Ladies&#039; Round-the-Island Race,https://www.sailing.org.za/events/148982,2022-10-09,2022-10-09,>Ladies&#039; Round-the-Island Race,,,,,,,,,,,,148982,,,True
DF95 WC Regionals,https://www.sailing.org.za/events/148370,2022-10-15,2022-10-16,>DF95 WC Regionals,,,,,,,,,,,,148370,,,True
SA Sailing Durban Meet Up,https://www.sailing.org.za/events/144520,2022-10-21,2022-10-21,>SA Sailing Durban Meet Up,,,,,,,,,,,,144520,,,True
SA Sailing Soling &amp; Double-Handed Dart KZN Regional Championships 2022,https://www.hmyc.org.za/events/159024,2022-10-22,2022-10-23,"target=""_blank""",,,,,,,,,,,,,www_hmyc_org_za,159024,True
Henley Midmar Yacht Club - SA Sailing Soling &amp; Double-handed Dart KZN Regional Championships 202,https://www.sailing.org.za/events/159025,2022-10-22,2022-10-23,>Henley Midmar Yacht Club - SA Sailing Soling &amp; Double-handed Dart KZN Regional Championships 202,,,,,,,,,,,,159025,,,True
Stadt 23 Women&#039;s Regatta,https://www.sailing.org.za/events/139348,2022-10-22,2022-10-23,>Stadt 23 Women&#039;s Regatta,,,,,,,,,,,,139348,,,True
Club Race Officer Training,https://www.sailing.org.za/events/141409,2022-10-22,2022-10-22,>Club Race Officer Training,,,,,,,,,,,,141409,,,True
2022 505 National Championship,https://www.sailing.org.za/events/148967,2022-10-27,2022-10-30,>2022 505 National Championship,,,,,,,,,,,,148967,,,True
SA Sailing KZN Youth Grand Slam Regatta Incorporating Optimist Interschools,https://www.hmyc.org.za/events/160248,2022-10-29,2022-10-30,"target=""_blank""",,,,,,,,,,,,,www_hmyc_org_za,160248,True
Henley Midmar Yacht Club - SA Sailing KZN Youth Grand slam regatta -  Henley Midmar Yacht Club,https://www.sailing.org.za/events/160249,2022-10-29,2022-10-30,>Henley Midmar Yacht Club - SA Sailing KZN Youth Grand slam regatta -  Henley Midmar Yacht Club,,,,,,,,,,,,160249,,,True
IOM Nationals,https://www.sailing.org.za/events/161914,2022-10-29,2022-10-30,>IOM Nationals,,,,,,,,,,,,161914,,,True
Double Cape Race,https://www.sailing.org.za/events/106765,2022-10-29,2022-10-30,>Double Cape Race,,,,,,,,,,,,106765,,,True
Boskop Open Regatta,https://www.revolutionise.com.au/boskopyc/events/158892,2022-10-29,2022-10-30,"target=""_blank""",,,,,,,,,,,,,revolutionise,158892,True
Boskop Yacht Club - Boskop Open Regatta,https://www.sailing.org.za/events/160234,2022-10-29,2022-10-30,>Boskop Yacht Club - Boskop Open Regatta,,,,,,,,,,,,160234,,,True
Regional Race Officers Renewal Workshop,https://www.sailing.org.za/events/161803,2022-11-01,2023-11-01,>Regional Race Officers Renewal Workshop,,,,,,,,,,,,161803,,,True
Wendy - Course,https://www.sailing.org.za/events/181729,2022-11-01,2022-11-02,>Wendy - Course,,,,,,,,,,,,181729,,,True
NKS MOD Summer 4,https://www.sailing.org.za/events/215567,2022-11-01,2022-11-02,>NKS MOD Summer 4,,,,,,,,,,,,215567,,,True
Leila - Course,https://www.sailing.org.za/events/181726,2022-11-02,2022-11-03,>Leila - Course,,,,,,,,,,,,181726,,,True
Precious - Course,https://www.sailing.org.za/events/181727,2022-11-02,2022-11-03,>Precious - Course,,,,,,,,,,,,181727,,,True
KZN Region - TSL Youth Inter Schools,https://www.sailing.org.za/events/148656,2022-11-05,2022-11-06,>KZN Region - TSL Youth Inter Schools,,,,,,,,,,,,148656,,,True
Tiger Regional Champs,https://www.sailing.org.za/events/148970,2022-11-05,2022-11-06,>Tiger Regional Champs,,,,,,,,,,,,148970,,,True
Townhall Meeting 75th Celebratory Regatta,https://www.sailing.org.za/events/164462,2022-11-08,2022-11-08,>Townhall Meeting 75th Celebratory Regatta,,,,,,,,,,,,164462,,,True
West Coast Offshore,https://www.sailing.org.za/events/139349,2022-11-18,2022-11-19,>West Coast Offshore,,,,,,,,,,,,139349,,,True
Laser Masters,https://www.sailing.org.za/events/148973,2022-11-19,2022-11-20,>Laser Masters,,,,,,,,,,,,148973,,,True
Safety Boat Operators Course,https://www.sailing.org.za/events/165767,2022-11-26,2022-12-02,>Safety Boat Operators Course,,,,,,,,,,,,165767,,,True
Mandisa - Course,https://www.sailing.org.za/events/181724,2022-11-30,2022-12-02,>Mandisa - Course,,,,,,,,,,,,181724,,,True
VLC Cup &amp; Youth Regionals,https://www.sailing.org.za/events/148975,2022-12-03,2022-12-04,>VLC Cup &amp; Youth Regionals,,,,,,,,,,,,148975,,,True
SA Sailing Instructor Course - ITSA1222-D,https://www.sailing.org.za/events/164303,2022-12-06,2022-12-09,>SA Sailing Instructor Course - ITSA1222-D,,,,,,,,,,,,164303,,,True
USSA,https://www.sailing.org.za/events/168070,2022-12-06,2022-12-09,>USSA,,,,,,,,,,,,168070,,,True
RCYC Twilight Race,https://www.sailing.org.za/events/166255,2022-12-14,2022-12-14,>RCYC Twilight Race,,,,,,,,,,,,166255,,,True
75th Gear Orders,https://www.sailing.org.za/events/162848,2022-12-16,2022-12-22,>75th Gear Orders,,,,,,,,,,,,162848,,,True
75th Supporter Swag Orders,https://www.sailing.org.za/events/163497,2022-12-16,2022-12-22,>75th Supporter Swag Orders,,,,,,,,,,,,163497,,,True
SA Sailing 75th Anniversary Regatta,https://www.sailing.org.za/events/139351,2022-12-16,2022-12-21,>SA Sailing 75th Anniversary Regatta,,,,,,,,,,,,139351,,,True
Sail-The Bay,https://www.sailing.org.za/events/164713,2022-12-16,2022-12-21,>Sail-The Bay,,,,,,,,,,,,164713,,,True
420 Nationals,https://www.sailing.org.za/events/157860,2022-12-16,2022-12-20,>420 Nationals,,,,,,,,,,,,157860,,,True
75th Celebration SA Sailing Soling and Flying 15 National Championships 2022,https://www.hmyc.org.za/events/164033,2022-12-16,2022-12-19,"target=""_blank""",,,,,,,,,,,,,www_hmyc_org_za,164033,True
"2022 - Finn, Dolphin, GP14, Flying Dutchman, Mirror Nationals, ILCA, 505 Celebratory Regatta",https://www.sailing.org.za/events/162604,2022-12-16,2022-12-19,">2022 - Finn, Dolphin, GP14, Flying Dutchman, Mirror Nationals, ILCA, 505 Celebratory Regatta",,,,,,,,,,,,162604,,,True
"Dart 18 Single Handed, Dragonfly,Halcat &amp; Hobie 14 Class National Champs",https://www.sailing.org.za/events/163505,2022-12-16,2022-12-19,">Dart 18 Single Handed, Dragonfly,Halcat &amp; Hobie 14 Class National Champs",,,,,,,,,,,,163505,,,True
